Class 0
s3102a 568.419 569.169

Class 13887
s3102b 137.573 137.943
s3102a 203.653 204.076
s3102b 206.478 206.878
s3102b 433.212 433.852

Class 13888
s3102b 111.793 112.353
s3103a 193.698 194.658
s3102a 203.67 204.393
s3102b 348.546 349.046

Class 13889
s3102b 30.7789 31.2589
s3102a 205.172 205.612

Class 13890
s3103a 193.528 194.038
s3102a 205.457 205.897
s3102a 392.978 393.298

Class 13891
s3102a 206.001 207.351
s3102a 238.39 239.55

Class 13892
s3102a 206.321 206.931
s3102a 600.693 601.303

Class 13893
s3102b 112.653 113.002
s3102b 166.977 167.327
s3102a 206.716 207.302
s3102b 363.937 364.357
s3102b 403.846 404.166

Class 13894
s3102a 211.463 212.023
s3102b 536.784 537.314

Class 13895
s3102a 212.7 213.37
s3102a 238.09 238.62

Class 13896
s3102a 213.195 213.76
s3102a 275.819 276.229
s3102b 493.928 494.408

Class 13897
s3103a 5.10494 6.01494
s3102b 201.646 202.276
s3102a 215.383 215.812
s3102a 225.759 226.239
s3102b 364.267 364.597
s3102b 374.962 375.272
s3102a 522.5 522.91
s3102a 529.719 530.269
s3102a 559.199 559.849

Class 13898
s3102a 215.571 216.381
s3102b 385.359 386.089

Class 13899
s3102a 215.731 216.081
s3102a 579.224 579.574

Class 13900
s3102a 216.021 216.791
s3102a 539.447 540.167

Class 13901
s3102a 216.031 217.391
s3102a 325.697 326.577

Class 13902
s3102a 216.911 217.321
s3102a 358.559 359.069

Class 13903
s3103a 5.11494 5.43494
s3102a 218.729 219.159

Class 13904
s3102a 219.019 219.329
s3102a 442.662 443.052

Class 13905
s3102a 219.109 219.609
s3102a 419.094 419.544

Class 13906
s3102a 221.727 222.627
s3102a 413.226 413.647

Class 13907
s3102b 118.36 119.75
s3102b 201.666 202.506
s3102a 222.522 223.312

Class 13908
s3302a 134.113 134.503
s3102a 222.805 223.245
s3102b 267.23 267.71
s3102a 429.11 429.51
s3102a 539.907 540.347

Class 13909
s3102a 225.719 226.184
s3102a 451.822 452.192
s3102a 503.604 503.984

Class 13910
s3102a 225.904 226.434
s3102b 357.653 358.133
s3102b 361.825 362.435

Class 13911
s3301a 2.97056 3.36056
s3301a 92.6941 93.0541
s3103a 153.77 154.08
s3102a 228.244 228.602
s3102b 529.885 530.335

Class 13912
s3103a 12.3856 12.8356
s3103a 161.667 162.207
s3102a 228.299 228.867
s3102a 438.414 438.844
s3102a 439.213 439.643

Class 13913
s3103a 147.747 148.287
s3303b 133.369 133.699
s3103a 177.129 178.479
s3102a 228.304 229.299
s3102b 332.964 333.604

Class 13914
s3103a 24.4687 24.8187
s3103a 93.6883 94.0583
s3102a 228.557 228.912

Class 13915
s3102a 228.85 229.33
s3102a 230 230.57
s3102a 267.341 267.781
s3102a 539.997 540.397

Class 13916
s3102a 229.797 230.22
s3102b 241.179 241.609
s3102b 378.961 379.381

Class 13917
s3103a 74.6392 75.1392
s3103a 85.1494 85.7794
s3102b 75.4539 75.8239
s3102a 229.815 230.555
s3102a 429.02 429.55

Class 13918
s3102a 229.82 230.84
s3102b 508.476 509.056

Class 13919
s3102b 130.442 130.762
s3102a 230.16 230.59
s3102a 598.332 598.751

Class 13920
s3103a 177.509 179.009
s3102a 230.13 231.91

Class 13921
s3102a 231.035 231.625
s3102a 432.342 433.052
s3102b 526.172 526.682

Class 13922
s3102b 60.2571 61.2371
s3102a 231.17 231.89

Class 13923
s3102a 231.39 231.91
s3102a 273.716 274.106

Class 13924
s3103a 193.138 193.758
s3102a 233.634 234.314

Class 13925
s3102a 233.644 234.094
s3102b 360.305 360.795

Class 13926
s3102a 234.224 234.779
s3102b 286.556 286.876
s3102a 374.39 374.83

Class 13927
s3103a 46.2626 46.9426
s3102b 119.27 119.65
s3102b 148.082 148.902
s3102a 235.143 235.599
s3102b 267.82 268.24
s3102b 339.321 340.531
s3102a 349 349.49
s3102a 382.568 382.958
s3102b 406.514 407.164
s3102b 437.112 437.682

Class 13928
s3102b 36.0057 36.4357
s3102a 235.464 235.967
s3102a 250.001 250.481
s3302a 397.956 398.306

Class 13929
s3102a 235.947 237.227
s3102a 497.691 498.091

Class 13930
s3103a 5.39494 6.03494
s3102b 30.8289 31.1489
s3102b 129.072 129.502
s3303b 139.737 140.077
s3103a 177.529 178.109
s3102a 236.009 236.465

Class 13931
s3103a 175.06 175.71
s3102a 236.317 236.732
s3102a 500.793 501.663

Class 13932
s3102a 236.517 236.947
s3102a 598.091 598.741

Class 13933
s3102b 152.742 153.332
s3102b 221.861 222.181
s3102a 236.783 237.355
s3102a 271.846 272.176
s3301b 335.255 335.774
s3102b 313.523 314.003
s3102a 428.88 429.56
s3102a 516.37 516.81

Class 13934
s3102a 237.097 237.477
s3102a 494.499 494.829

Class 13935
s3102b 117.94 119.32
s3103a 149.767 150.147
s3102a 237.715 238.285

Class 13936
s3102a 237.72 238.74
s3102a 497.701 498.231

Class 13937
s3103a 5.02494 6.03494
s3103a 18.4441 18.9741
s3302b 86.4092 86.8592
s3103a 110.842 111.402
s3103a 168.098 169.028
s3103a 185.798 186.668
s3102a 238.305 238.753
s3102a 338.977 339.387
s3102a 438.444 438.764
s3102a 442.782 443.272
s3102a 503.794 504.234
s3102a 598.062 598.751

Class 13938
s3102a 238.48 239.21
s3102a 432.142 432.972

Class 13939
s3103a 13.4956 14.1556
s3103a 18.5541 18.9741
s3102b 129.042 129.392
s3103a 172.54 173.23
s3103a 193.788 194.578
s3102b 216.949 217.259
s3102a 240.286 240.803
s3302b 394.405 394.785
s3102a 597.662 598.672

Class 13940
s3102b 105.272 106.432
s3102a 240.533 241.903

Class 13941
s3102a 241.143 241.953
s3102a 251.736 252.666

Class 13942
s3103a 6.33494 6.86494
s3102a 241.446 242.293
s3102b 360.235 360.795
s3102a 539.517 540.387

Class 13943
s3102b 28.6864 29.1764
s3102a 241.518 241.988
s3102a 516.37 516.78

Class 13944
s3102a 241.893 242.403
s3102a 457.169 457.619

Class 13945
s3102a 242.133 242.443
s3102b 336.731 337.081

Class 13946
s3102a 243.177 243.807
s3102a 384.279 385.249

Class 13947
s3102a 243.227 244.307
s3102a 275.799 276.509

Class 13948
s3102a 243.457 244.337
s3102a 600.603 600.943

Class 13949
s3103a 164.397 164.857
s3102a 243.917 244.357
s3102a 298.346 298.866

Class 13950
s3102b 35.5457 36.4457
s3102b 152.812 153.752
s3102a 244.063 244.63
s3102b 526.282 526.632

Class 13951
s3102a 245.587 246.707
s3102b 265.82 266.93

Class 13952
s3102b 105.312 105.812
s3102a 245.607 246.197

Class 13953
s3103a 186.488 187.399
s3102a 246.191 246.661
s3102a 440.735 441.295
s3102b 534.566 535.436

Class 13954
s3102a 246.487 246.997
s3102b 253.745 254.225

Class 13955
s3102a 248.461 249.071
s3102b 337.631 338.271
s3301a 434.284 434.744

Class 13956
s3102a 248.481 249.851
s3102a 282.854 284.014

Class 13957
s3302a 212.656 213.116
s3102a 248.731 249.091

Class 13958
s3102b 119.92 120.65
s3102a 248.951 249.676
s3102a 578.364 579.324

Class 13959
s3102b 217.579 218.389
s3102a 249.391 250.471

Class 13960
s3102b 116.288 116.918
s3102a 249.451 250.171
s3102a 312.223 313.293

Class 13961
s3102b 151.472 151.832
s3102a 249.863 250.328
s3102b 309.661 310.191
s3102a 355.461 355.981
s3102b 485.988 486.928

Class 13962
s3102b 27.4864 29.1264
s3102a 251.416 252.646

Class 13963
s3102b 59.9971 60.4871
s3103a 186.499 186.888
s3102a 251.919 252.289
s3102a 313.383 313.823

Class 13964
s3103a 64.1674 64.9674
s3103a 172.79 173.11
s3102b 179.637 180.217
s3102a 253.475 254.089
s3102a 263.214 263.654
s3102a 402.791 403.241
s3102a 444.625 445.005
s3102a 500.513 500.983
s3102a 548.131 548.641

Class 13965
s3103a 193.258 194.598
s3102a 253.54 254.95

Class 13966
s3303b 32.3504 32.7104
s3102b 119.23 119.75
s3303b 133.469 133.819
s3103a 170.725 171.035
s3102b 202.296 202.646
s3102b 209.215 209.645
s3102a 253.816 254.192
s3102a 523.78 524.11
s3102b 560.852 561.472

Class 13967
s3102a 253.839 254.91
s3102a 384.979 385.789

Class 13968
s3103a 6.59494 6.94494
s3102a 254.616 254.95
s3102a 270.946 271.266
s3102b 406.904 407.224

Class 13969
s3102a 254.649 255.29
s3102a 327.929 328.469

Class 13970
s3103a 154.89 155.22
s3102a 255.236 255.6
s3102b 424.329 424.86
s3102b 492.118 492.478

Class 13971
s3102b 108.322 108.632
s3103a 177.049 177.359
s3102a 261.96 262.396
s3102a 266.63 267.08
s3102a 267.332 267.822
s3102a 341.942 342.422

Class 13972
s3103a 41.3415 41.8615
s3102b 35.4957 35.9657
s3103a 46.6126 46.9326
s3102b 49.5355 49.9355
s3102b 165.617 166.117
s3103a 202.177 202.507
s3102b 200.887 201.247
s3102b 241.23 241.609
s3102a 263.326 263.782
s3102b 258.742 259.282
s3102a 280.969 281.459
s3102a 298.056 298.506
s3102b 299.301 299.841
s3102a 316.768 317.328
s3102b 357.603 357.923
s3102a 438.274 438.694
s3102b 476.886 477.486
s3102a 500.513 500.953
s3102a 529.749 530.279
s3102b 539.484 539.864
s3102a 560.449 560.779
s3102a 600.113 600.433

Class 13973
s3103a 41.3415 41.8615
s3102b 35.4957 35.9657
s3102b 158.571 159.031
s3103a 202.177 202.507
s3102a 263.421 263.868
s3102a 316.768 317.328
s3102b 539.484 539.864
s3102a 560.449 560.779

Class 13974
s3102b 2.41562 3.52562
s3102a 264.251 264.607
s3102a 432.002 432.342
s3102a 485.857 486.217

Class 13975
s3103a 187.988 188.439
s3102a 264.284 264.794
s3102a 432.002 432.342

Class 13976
s3302a 216.507 217.227
s3102b 209.045 209.445
s3102a 266.53 267.004
s3102a 267.281 267.812
s3102b 267.56 268.29
s3102a 440.675 441.075

Class 13977
s3102b 2.41562 2.92563
s3102b 35.2357 35.6757
s3302a 48.6852 49.0252
s3102b 51.0048 51.3847
s3102b 108.202 109.242
s3103a 164.647 165.117
s3103a 203.73 204.17
s3302a 216.517 217.107
s3102b 202.106 202.716
s3102b 211.845 212.195
s3102b 241.149 241.5
s3102a 267.297 267.759
s3102b 258.722 259.052
s3301b 324.004 324.374
s3102b 295.431 295.861
s3303b 284.945 285.265
s3102a 316.708 317.018
s3302a 414.578 415.068
s3102b 375.112 375.452
s3102a 382.648 383.008
s3102a 537.227 537.627
s3102b 534.536 534.956
s3102a 576.644 576.994

Class 13978
s3102b 62.809 63.259
s3102a 267.307 268.276
s3102b 339.721 340.491

Class 13979
s3103a 187.189 188.429
s3102a 267.432 268.671
s3102b 412.432 413.192

Class 13980
s3102a 267.382 268.031
s3102a 375.212 375.672

Class 13981
s3102a 267.522 268.382
s3102a 402.881 403.251

Class 13982
s3102b 194.095 194.625
s3102a 267.841 268.651

Class 13983
s3102a 267.911 268.281
s3102a 421.374 421.694

Class 13984
s3102b 144.621 144.991
s3102a 268.938 269.468

Class 13985
s3103a 171.678 172.228
s3102a 269.468 270.238

Class 13986
s3102a 270.866 271.196
s3102b 489.998 490.468

Class 13987
s3102a 271.606 271.916
s3102b 534.836 535.376

Class 13988
s3102a 271.966 272.676
s3102a 392.608 393.158
s3102a 574.955 575.405

Class 13989
s3103a 95.6866 96.6866
s3102a 272.126 273.176

Class 13990
s3102b 33.3845 34.1945
s3103a 167.758 168.628
s3102a 272.516 273.161

Class 13991
s3103a 177.709 178.979
s3102a 272.566 274.096

Class 13992
s3102a 272.746 273.476
s3102a 579.364 579.954

Class 13993
s3102a 273.016 273.726
s3102a 350.06 350.95

Class 13994
s3102a 273.051 274.176
s3102a 389.764 390.554
s3102b 523.355 524.255

Class 13995
s3102a 273.086 273.506
s3102a 513.999 514.479

Class 13996
s3102a 273.313 273.893
s3102b 266.05 267
s3102a 432.802 433.712
s3102a 585.271 585.672

Class 13997
s3102a 273.546 273.866
s3102a 428.51 428.97

Class 13998
s3102b 148.452 148.912
s3102a 273.786 274.096

Class 13999
s3102b 179.077 179.427
s3102a 274.875 275.299
s3102a 287.176 287.556
s3102a 438.434 438.844
s3102b 490.858 491.248
s3102a 518.335 518.715

Class 14000
s3102b 57.156 57.486
s3103a 78.1376 78.5776
s3102b 236.453 236.853
s3102a 275.039 275.597
s3102b 432.442 432.922
s3102b 516.014 516.904
s3102b 539.064 539.624

Class 14001
s3102a 275.069 276.229
s3102a 571.274 572.394

Class 14002
s3102b 119.18 120.03
s3102a 275.899 276.609

Class 14003
s3102b 31.0589 31.3889
s3102a 276.414 276.739
s3102a 495.209 495.629

Class 14004
s3102a 277.029 277.489
s3102a 339.457 339.887

Class 14005
s3102a 278.133 278.583
s3102a 497.551 498.181

Class 14006
s3103a 24.1187 24.6587
s3103a 171.308 171.678
s3102a 278.353 278.713

Class 14007
s3103a 18.2341 18.9741
s3102b 216.869 217.249
s3102a 279.154 279.564

Class 14008
s3102b 151.262 151.752
s3102a 279.344 279.794

Class 14009
s3102b 113.043 113.403
s3102a 280.55 281.144
s3102a 355.371 355.791

Class 14010
s3103a 68.0367 68.5067
s3102a 280.983 281.443
s3102b 363.057 363.617
s3102a 600.863 601.323

Class 14011
s3102b 273.439 273.819
s3102a 282.859 283.299
s3102a 440.815 441.675

Class 14012
s3102a 282.874 283.564
s3102a 382.568 383.178

Class 14013
s3102a 283.494 284.354
s3102b 489.078 489.828

Class 14014
s3103a 166.182 166.592
s3102a 283.904 284.304
s3102a 582.532 583.022

Class 14015
s3102b 32.9245 33.6745
s3102a 283.894 284.704

Class 14016
s3103a 176.689 177.349
s3102a 287.266 287.816

Class 14017
s3103a 123.471 123.981
s3102a 288.486 288.886

Class 14018
s3102a 290.076 290.406
s3102b 391.967 392.437

Class 14019
s3102a 295.335 295.665
s3102a 560.339 560.669

Class 14020
s3102b 44.1254 44.7854
s3102a 297.611 298.321
s3102b 542.021 542.611

Class 14021
s3102b 101.279 101.589
s3102a 297.783 298.193
s3102b 347.39 347.83
s3102a 431.972 432.332

Class 14022
s3102a 298.026 298.346
s3102b 407.906 408.216

Class 14023
s3102a 298.456 298.861
s3102a 375.032 375.422
s3102a 426.84 427.29

Class 14024
s3102b 246.88 247.73
s3102a 301.625 302.675

Class 14025
s3102a 301.625 302.425
s3102b 412.232 412.912

Class 14026
s3103a 18.4441 18.9441
s3102b 90.3465 90.8065
s3102b 156.053 156.512
s3103a 172.55 173.27
s3102a 302.095 302.8

Class 14027
s3102b 100.519 100.899
s3102a 302.495 302.905

Class 14028
s3102b 110.602 110.992
s3102b 273.399 273.809
s3102a 303.13 303.54
s3102b 382.141 382.821

Class 14029
s3103a 75.4527 76.0127
s3102a 304.79 305.12

Class 14030
s3102b 79.4098 80.1498
s3102a 304.81 305.7

Class 14031
s3102a 305.53 305.9
s3102a 405.75 406.1

Class 14032
s3103a 147.717 148.177
s3102b 219.419 219.859
s3102b 236.263 236.793
s3102a 309.52 310.305
s3102a 344.678 345.368

Class 14033
s3103a 172.79 173.15
s3102a 309.52 310.06

Class 14034
s3102a 309.8 310.97
s3102a 432.232 433.992

Class 14035
s3102a 310.18 310.69
s3102a 382.878 383.258

Class 14036
s3102b 292.895 293.485
s3102a 310.51 311.45

Class 14037
s3102a 310.59 311.11
s3102a 544.607 545.347

Class 14038
s3102b 189.801 190.181
s3102a 311.04 311.48

Class 14039
s3102a 312.333 313.003
s3102a 554.091 554.841

Class 14040
s3102b 265.83 266.56
s3102a 312.483 313.313

Class 14041
s3102b 117.178 117.508
s3102a 313.023 313.423

Class 14042
s3102a 313.033 314.323
s3102b 526.452 527.692

Class 14043
s3102b 87.9282 88.4382
s3102a 313.103 313.643

Class 14044
s3102a 313.333 313.763
s3102a 497.941 498.521

Class 14045
s3103a 46.3726 46.9526
s3102b 125.52 126.02
s3102b 167.067 167.467
s3102b 241.209 241.619
s3102b 258.782 259.282
s3102a 316.752 317.183
s3102a 438.134 438.684
s3102b 484.818 485.278
s3102b 505.803 506.243
s3102b 539.474 539.864

Class 14046
s3103a 165.822 166.352
s3102b 167.067 167.467
s3102b 258.782 259.282
s3102b 284.986 285.346
s3102a 316.796 317.278
s3102a 438.134 438.684
s3102b 484.818 485.278
s3102b 539.474 539.864

Class 14047
s3103a 176.679 177.429
s3102a 322.379 323.099
s3102b 476.746 477.056

Class 14048
s3102b 193.755 194.635
s3102a 322.849 323.399

Class 14049
s3102b 46.5616 46.9116
s3102a 323.179 323.684
s3102a 359.309 359.689

Class 14050
s3102b 270.764 271.104
s3102a 323.929 324.299

Class 14051
s3103a 64.3574 64.9274
s3102b 266.12 266.89
s3102a 325.172 325.697

Class 14052
s3102a 325.557 325.867
s3102a 533.354 533.734

Class 14053
s3102b 0.550813 0.970812
s3102a 327.784 328.394
s3102b 523.835 524.655

Class 14054
s3102a 329.537 330.017
s3102a 359.349 359.759
s3102b 439.598 440.208

Class 14055
s3102a 329.797 330.152
s3102a 406.07 406.52
s3102a 509.585 509.905

Class 14056
s3102b 201.666 202.026
s3102a 330.987 331.337
s3102a 341.892 342.422

Class 14057
s3102b 104.652 105.882
s3102a 331.052 331.902

Class 14058
s3102b 124.84 125.21
s3102b 223.518 223.968
s3102a 331.44 331.892
s3102a 490.88 491.23
s3102a 503.484 503.884

Class 14059
s3102a 331.642 332.342
s3102a 428.9 429.37

Class 14060
s3102a 334.165 334.585
s3102a 353.751 354.201

Class 14061
s3103a 147.737 148.407
s3103a 176.579 177.789
s3102a 335.173 335.763
s3102a 487.941 488.451
s3102b 560.212 561.412

Class 14062
s3103a 147.737 148.407
s3102a 335.159 335.545
s3102a 451.762 452.232
s3102b 533.926 534.376

Class 14063
s3103a 5.56494 6.01494
s3102a 335.445 335.805

Class 14064
s3102b 272.055 272.474
s3102a 336.024 336.514
s3102a 582.442 582.942

Class 14065
s3102b 189.541 190.401
s3102a 337.667 338.537

Class 14066
s3102b 214.299 214.809
s3102a 338.187 338.897
s3102a 544.377 545.187

Class 14067
s3103a 90.9993 91.5293
s3102a 338.197 338.577

Class 14068
s3102b 125.42 125.93
s3102a 338.967 339.322
s3102a 355.401 356.181

Class 14069
s3103a 18.4341 19.0341
s3102a 339.277 339.687

Class 14070
s3103a 73.6192 74.0392
s3102a 339.45 339.955
s3102a 358.769 359.259
s3102a 503.054 503.414
s3102a 548.451 549.101

Class 14071
s3103a 186.189 186.948
s3102a 339.717 340.307

Class 14072
s3102a 340.192 340.547
s3102a 344.818 345.259
s3102a 413.437 413.767

Class 14073
s3102b 124.5 125.03
s3102a 341.982 342.442
s3102a 379.197 379.617

Class 14074
s3102a 342.662 343.072
s3102a 562.636 563.196

Class 14075
s3102b 339.071 340.221
s3102a 344.389 345.428

Class 14076
s3102b 265.68 266.74
s3102a 344.733 345.978
s3102a 439.283 440.203

Class 14077
s3102b 44.0754 44.4354
s3102b 342.388 342.948
s3102a 344.683 345.168

Class 14078
s3102b 116.308 116.849
s3102a 344.798 345.639

Class 14079
s3102b 156.412 156.773
s3102a 345.019 345.599

Class 14080
s3103a 64.9374 65.5274
s3102a 345.12 346.012
s3102b 371.445 372.035
s3102a 379.277 380.007
s3102b 393.297 394.067
s3102a 497.741 498.351

Class 14081
s3103a 74.7692 75.1592
s3102b 125.56 125.94
s3103a 150.62 151.02
s3302a 147.196 147.936
s3102a 345.496 345.961
s3102a 375.112 375.582
s3102a 382.728 383.048
s3102a 386.327 386.857
s3102a 403.351 403.891
s3102a 505.329 505.819

Class 14082
s3103a 74.7692 75.1592
s3102b 125.56 125.94
s3103a 150.62 151.02
s3102a 345.531 345.907
s3102a 375.112 375.582
s3102a 382.728 383.048
s3102a 386.327 386.857
s3102a 490.66 491.09

Class 14083
s3103a 164.267 165.077
s3102a 346.318 347.099

Class 14084
s3103a 147.757 148.457
s3102a 346.404 347.483
s3102a 563.687 564.527

Class 14085
s3103a 143.002 143.592
s3102b 285.506 286.326
s3102a 346.589 347.084

Class 14086
s3102b 273.419 273.909
s3102a 346.808 347.498
s3102a 359.149 359.679
s3102a 494.509 495.329
s3102a 563.006 563.496

Class 14087
s3102a 346.808 347.128
s3102a 542.007 542.687

Class 14088
s3102a 347.068 347.738
s3102a 405.62 406.06

Class 14089
s3102b 113.213 113.582
s3102a 347.199 347.529

Class 14090
s3103a 5.75494 6.22494
s3102a 347.279 347.808

Class 14091
s3102a 347.748 348.478
s3102a 579.344 579.934

Class 14092
s3102b 4.36231 4.85231
s3102a 348.07 348.509
s3102a 516.59 517
s3102b 523.755 524.245
s3102a 548.781 549.091
s3102a 549.893 550.253

Class 14093
s3102b 80.3198 80.6898
s3102a 348.188 348.769

Class 14094
s3102a 349.08 349.52
s3102a 503.374 503.984

Class 14095
s3102a 349.37 349.86
s3102b 383.601 384.131

Class 14096
s3102b 33.8245 34.7445
s3102a 349.69 350.59
s3102a 443.442 444.292

Class 14097
s3102b 80.3298 81.0298
s3102a 350 350.48

Class 14098
s3102a 350.21 350.64
s3102b 547.944 548.494

Class 14099
s3102a 354.571 355.671
s3102b 383.471 384.131

Class 14100
s3102b 128.822 129.672
s3102a 355.271 355.811

Class 14101
s3102b 151.242 151.862
s3102a 355.421 356.801

Class 14102
s3103a 110.202 110.642
s3102a 355.481 355.831

Class 14103
s3103a 5.41494 5.98494
s3102a 355.571 356.481

Class 14104
s3103a 176.699 177.439
s3102a 355.931 356.351

Class 14105
s3103a 67.8167 68.8268
s3102a 356.051 356.761

Class 14106
s3102b 266.01 266.35
s3102a 356.384 356.757
s3102a 375.042 375.412
s3102b 523.465 524.005

Class 14107
s3103a 5.30494 5.61494
s3102b 60.5371 60.8871
s3102a 358.183 358.561
s3301a 495.762 496.072
s3102b 459.822 460.142
s3102b 541.821 542.151

Class 14108
s3302b 364.341 365.062
s3102a 358.739 359.119

Class 14109
s3102a 358.774 359.674
s3102b 396.315 397.745
s3102a 503.044 503.644

Class 14110
s3102a 359.309 359.619
s3102a 432.682 433.112

Class 14111
s3103a 6.69494 7.07494
s3103a 153.57 154.13
s3102b 268.03 268.41
s3102a 364.052 364.453
s3102b 406.944 407.324
s3102b 407.887 408.356
s3102a 558.269 558.749
s3102b 564.898 565.278

Class 14112
s3102a 373.83 374.841
s3102a 597.641 598.731

Class 14113
s3103a 193.688 194.018
s3102a 374.411 374.841

Class 14114
s3102b 313.583 314.083
s3102a 375.102 375.482
s3102a 405.58 405.94

Class 14115
s3102b 3.18562 3.52562
s3102b 192.265 193.005
s3102a 375.155 375.658
s3102a 405.58 405.94

Class 14116
s3302b 25.7384 26.1284
s3102a 377.977 378.427

Class 14117
s3102b 293.225 293.695
s3102a 377.987 378.657

Class 14118
s3103a 77.6876 78.6176
s3102a 379.167 380.257

Class 14119
s3102b 28.7364 29.1164
s3102b 217.609 218.439
s3102a 379.717 380.287
s3102a 507.269 507.799
s3102a 539.627 540.077

Class 14120
s3102b 28.7364 29.1164
s3102a 379.734 380.174
s3102a 507.269 507.799
s3102a 568.959 569.349

Class 14121
s3102a 380.277 380.987
s3102a 550.353 551.093

Class 14122
s3102a 381.773 382.123
s3102b 441.745 442.125
s3102a 518.315 518.625

Class 14123
s3102b 44.0954 44.8254
s3102a 381.788 382.988

Class 14124
s3102b 285.936 286.286
s3102a 382.215 382.658
s3102b 395.975 396.595
s3102b 402.856 403.296

Class 14125
s3103a 46.2726 46.8626
s3102b 108.222 108.642
s3102b 125.42 125.88
s3302a 150.924 151.254
s3103a 156.384 157.014
s3102b 273.419 273.769
s3102b 292.805 293.695
s3302a 397.976 398.406
s3302b 390.738 391.158
s3102a 382.407 382.985
s3102a 431.692 432.392
s3303b 521.136 521.466
s3102b 518.415 518.735

Class 14126
s3102b 202.366 202.676
s3301b 324.434 324.974
s3102a 382.613 382.953

Class 14127
s3102a 384.329 385.489
s3102a 392.088 393.298

Class 14128
s3102a 384.359 385.289
s3102a 597.851 598.731

Class 14129
s3102a 384.489 384.839
s3102b 423.8 424.409

Class 14130
s3102b 87.9182 88.4282
s3202b 208.06 208.37
s3102b 284.576 285.136
s3102a 384.704 385.256
s3102a 429.01 429.48

Class 14131
s3102a 384.909 385.399
s3102b 439.608 440.038

Class 14132
s3103a 198.517 199.077
s3102b 271.065 271.914
s3102b 360.085 360.885
s3102a 384.962 385.702

Class 14133
s3102a 385.189 385.889
s3102a 497.741 498.381

Class 14134
s3102b 366.407 366.917
s3102a 385.239 385.662
s3301a 599.778 600.438
s3102a 571.394 571.844

Class 14135
s3102b 336.671 337.081
s3102a 386.327 387.077

Class 14136
s3102a 386.537 387.077
s3102a 594.71 595.25

Class 14137
s3103a 162.657 163.057
s3102a 386.957 387.307

Class 14138
s3102b 209.085 209.475
s3102a 387.617 388.087

Class 14139
s3102a 388.724 389.134
s3102a 440.735 441.475

Class 14140
s3102a 389.154 389.654
s3102a 541.027 541.377

Class 14141
s3102a 389.524 390.527
s3102b 427.678 428.468
s3102a 432.902 433.812
s3102b 542.411 543.721

Class 14142
s3102b 35.7957 36.1757
s3102b 60.3971 60.8471
s3102a 389.824 390.499

Class 14143
s3102b 33.1745 33.5045
s3102a 390.184 390.547
s3102a 428.52 428.86
s3102a 439.573 439.973

Class 14144
s3102b 45.6916 46.6016
s3102a 392.458 393.243
s3102b 400.446 401.006

Class 14145
s3102a 392.708 393.818
s3102a 600.783 601.523

Class 14146
s3102b 119.38 119.73
s3102a 392.748 393.198

Class 14147
s3103a 68.0468 68.5667
s3102a 392.878 393.618

Class 14148
s3102a 393.018 393.328
s3102a 489.671 490.041

Class 14149
s3102b 5.77606 6.11606
s3102a 393.658 394.058

Class 14150
s3102b 44.0754 44.8654
s3102b 151.022 151.882
s3102a 394.528 395.07
s3102a 432.762 433.682
s3102b 523.835 524.275

Class 14151
s3103a 68.6767 69.5067
s3102a 394.568 395.508

Class 14152
s3103a 165.892 166.242
s3102a 394.758 395.068

Class 14153
s3102b 132.191 132.531
s3102a 395.098 395.621
s3102a 411.773 412.313
s3102a 505.369 506.169

Class 14154
s3103a 142.752 143.592
s3102a 395.101 395.708
s3102a 411.773 412.313
s3102a 505.369 506.169

Class 14155
s3103a 202.337 202.657
s3102a 398.383 398.753

Class 14156
s3103a 143.222 143.582
s3102a 400.977 401.412
s3102b 403.826 404.176

Class 14157
s3102b 118.84 119.62
s3102a 401.637 402.117

Class 14158
s3302a 151.034 151.384
s3303b 133.779 134.289
s3102b 297.51 297.95
s3102a 401.887 402.271

Class 14159
s3302b 69.04 69.41
s3102a 402.057 402.517

Class 14160
s3103a 5.56494 6.01494
s3102b 7.05938 7.47938
s3302b 21.8278 22.2978
s3103a 90.9493 91.3293
s3303b 171.802 172.132
s3102b 241.19 241.549
s3102b 336.711 337.361
s3102a 402.853 403.251
s3102a 439.663 440.113
s3102a 541.897 542.207

Class 14161
s3102b 267.62 268.27
s3102a 403.111 403.781

Class 14162
s3103a 172.81 173.2
s3103a 176.569 176.949
s3102a 403.516 403.876

Class 14163
s3102a 403.661 404.341
s3102a 408.83 409.48

Class 14164
s3102b 68.1294 68.5694
s3102b 112.483 112.922
s3102b 200.897 201.367
s3102b 371.195 371.635
s3102a 404.905 405.405

Class 14165
s3102a 405.18 405.95
s3102a 432.622 433.252

Class 14166
s3102b 360.385 360.785
s3102a 405.43 406.1

Class 14167
s3102a 405.96 406.59
s3102a 407.57 408.53
s3102b 433.282 433.832

Class 14168
